,Type,Name,X,Y,Z,Width,PavementType,OnStructure,AutoVolume,AutoSpeedMph,MediumTruckVolume,MediumTruckSpeedMph,HeavyTruckVolume,HeavyTruckSpeedMph,BusVolume,BusSpeedMph,MotorcycleVolume,MotorcycleSpeedMph,ControlDevice,AffectedVehicles,ConstraintSpeedMph
31,Roadway,121-04349,-9532172.224357592,4621223.363081241,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
32,Roadway,121-04349,-9532300.241772003,4621148.188446954,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
33,Roadway,121-04349,-9532437.16474568,4621091.453237483,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
34,Roadway,121-04349,-9532609.70995641,4621040.391816356,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
35,Roadway,121-04349,-9532747.746124992,4621004.932645169,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
36,Roadway,121-04349,-9532990.42261492,4620938.269734057,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
37,Roadway,121-04349,-9533095.062936267,4620908.484317583,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
38,Roadway,121-04349,-9533162.967825651,4620888.627421154,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
39,Roadway,121-04349,-9533196.36367289,4620875.862293679,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
40,Roadway,121-04349,-9533263.155367367,4620848.91374322,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
41,Roadway,121-04349,-9533327.720672024,4620813.455231696,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
42,Roadway,121-04349,-9533368.908883616,4620786.506844632,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
43,Roadway,121-04349,-9533422.3422392,4620749.630218777,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
44,Roadway,121-04349,-9533476.88878969,4620709.91707715,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
45,Roadway,121-04349,-9533592.661060113,4620624.818003905,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
46,Roadway,121-04349,-9533675.0374833,4620579.432119189,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
47,Roadway,121-04349,-9533741.829177776,4620555.320949332,1,12,Average,False,2051.924356461204,65.32001,71.1560143791193,63.28615,213.95980790444253,63.28615,19.60093098319365,63.28615,6.669255004644055,64.08419,,100,0
0,Roadway,121+04350,-9533719.565279618,4620490.079243478,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
1,Roadway,121+04350,-9533663.90553422,4620531.209835952,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
2,Roadway,121+04350,-9533596.000644837,4620582.268731121,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
3,Roadway,121+04350,-9533482.454764228,4620664.530817196,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
4,Roadway,121+04350,-9533368.908883616,4620748.211889653,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
5,Roadway,121+04350,-9533315.475528037,4620782.251842599,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
6,Roadway,121+04350,-9533230.872715034,4620827.638621647,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
7,Roadway,121+04350,-9533183.005333994,4620847.495400416,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
8,Roadway,121+04350,-9533081.704597373,4620878.698987304,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
9,Roadway,121+04350,-9532918.064945906,4620924.086191653,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
10,Roadway,121+04350,-9532695.42596432,4620983.6572010955,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
11,Roadway,121+04350,-9532591.898837881,4621012.024469634,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
12,Roadway,121+04350,-9532520.654363776,4621030.463236109,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
13,Roadway,121+04350,-9532449.409889666,4621050.32040618,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
14,Roadway,121+04350,-9532345.882763227,4621090.034861253,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
15,Roadway,121+04350,-9532247.92161133,4621138.259762719,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
16,Roadway,121+04350,-9532153.300044155,4621193.576839713,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
17,Roadway,121+04350,-9532044.206943179,4621265.915004392,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
18,Roadway,121+04350,-9531883.906876436,4621368.040337757,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
19,Roadway,121+04350,-9531581.117861478,4621563.783392648,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
20,Roadway,121+04350,-9531357.365684984,4621695.699290441,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
21,Roadway,121+04350,-9531208.197567321,4621766.622515073,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
22,Roadway,121+04350,-9531080.18015291,4621816.269063138,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
23,Roadway,121+04350,-9530905.408552364,4621868.752817233,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
24,Roadway,121+04350,-9530830.824493531,4621890.030091093,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
25,Roadway,121+04350,-9530706.146663845,4621916.9813678,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
26,Roadway,121+04350,-9530379.98055582,4621976.558124673,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
27,Roadway,121+04350,-9530179.605472391,4622014.857650508,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
28,Roadway,121+04350,-9530064.946396874,4622040.390746923,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
29,Roadway,121+04350,-9529953.62690608,4622074.434974022,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
30,Roadway,121+04350,-9529881.269237066,4622104.223765125,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
31,Roadway,121+04350,-9529744.34626339,4622177.986857075,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
32,Roadway,121+04350,-9529440.444053523,4622373.745318519,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
33,Roadway,121+04350,-9528240.419942772,4623144.048466816,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
34,Roadway,121+04350,-9527841.89616573,4623399.410304115,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
35,Roadway,121+04350,-9527788.462810151,4623433.459027965,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
36,Roadway,121+04350,-9527600.33287071,4623552.630448807,1,12,Average,False,2051.924356461204,64.30181,71.1560143791193,61.2489,213.95980790444253,61.2489,19.60093098319365,61.2489,6.669255004644055,62.485573,,100,0
0,Roadway,121N04401,-9526241.121888127,4623484.5323250145,1,12,Average,False,1980.0172290259602,62.34542,68.66244068687678,59.213463,206.4618535453751,59.213463,18.914040826829076,59.213463,6.43553928895162,60.465004,,100,0
1,Roadway,121N04401,-9526000.671788013,4623312.870304817,1,12,Average,False,1980.0172290259602,62.34542,68.66244068687678,59.213463,206.4618535453751,59.213463,18.914040826829076,59.213463,6.43553928895162,60.465004,,100,0
2,Roadway,121N04401,-9525883.786322678,4623227.749704128,1,12,Average,False,1980.0172290259602,62.34542,68.66244068687678,59.213463,206.4618535453751,59.213463,18.914040826829076,59.213463,6.43553928895162,60.465004,,100,0
3,Roadway,121N04401,-9525774.693221701,4623148.304445501,1,12,Average,False,1980.0172290259602,62.34542,68.66244068687678,59.213463,206.4618535453751,59.213463,18.914040826829076,59.213463,6.43553928895162,60.465004,,100,0
4,Roadway,121N04401,-9525676.732069803,4623078.790347404,1,12,Average,False,1980.0172290259602,62.34542,68.66244068687678,59.213463,206.4618535453751,59.213463,18.914040826829076,59.213463,6.43553928895162,60.465004,,100,0
0,Roadway,121P04350,-9527595.88009108,4623555.467880414,1,12,Average,False,1965.7229636933782,65.84585,68.16674846199463,57.464287,204.97135110308778,57.464287,18.777495389685086,57.464287,6.389079437589729,60.08673,,100,0
1,Roadway,121P04350,-9527565.823828565,4623578.1673614355,1,12,Average,False,1965.7229636933782,65.84585,68.16674846199463,57.464287,204.97135110308778,57.464287,18.777495389685086,57.464287,6.389079437589729,60.08673,,100,0
2,Roadway,121P04350,-9527506.824498445,4623615.054124914,1,12,Average,False,1965.7229636933782,65.84585,68.16674846199463,57.464287,204.97135110308778,57.464287,18.777495389685086,57.464287,6.389079437589729,60.08673,,100,0
3,Roadway,121P04350,-9527408.863346547,4623676.059447053,1,12,Average,False,1965.7229636933782,65.84585,68.16674846199463,57.464287,204.97135110308778,57.464287,18.777495389685086,57.464287,6.389079437589729,60.08673,,100,0
4,Roadway,121P04350,-9527286.411906675,4623755.508780999,1,12,Average,False,1965.7229636933782,65.84585,68.16674846199463,57.464287,204.97135110308778,57.464287,18.777495389685086,57.464287,6.389079437589729,60.08673,,100,0
5,Roadway,121P04350,-9527124.998645023,4623859.077583964,1,12,Average,False,1965.7229636933782,65.84585,68.16674846199463,57.464287,204.97135110308778,57.464287,18.777495389685086,57.464287,6.389079437589729,60.08673,,100,0
6,Roadway,121P04350,-9527020.358323677,4623925.759419813,1,12,Average,False,1965.7229636933782,65.84585,68.16674846199463,57.464287,204.97135110308778,57.464287,18.777495389685086,57.464287,6.389079437589729,60.08673,,100,0
7,Roadway,121P04350,-9526903.472858345,4623999.535571615,1,12,Average,False,1965.7229636933782,65.84585,68.16674846199463,57.464287,204.97135110308778,57.464287,18.777495389685086,57.464287,6.389079437589729,60.08673,,100,0
8,Roadway,121P04350,-9526796.606147183,4624069.05589114,1,12,Average,False,1965.7229636933782,65.84585,68.16674846199463,57.464287,204.97135110308778,57.464287,18.777495389685086,57.464287,6.389079437589729,60.08673,,100,0
9,Roadway,121P04350,-9526709.776944365,4624118.7135498645,1,12,Average,False,1965.7229636933782,65.84585,68.16674846199463,57.464287,204.97135110308778,57.464287,18.777495389685086,57.464287,6.389079437589729,60.08673,,100,0
10,Roadway,121P04350,-9526551.703267438,4624201.003912057,1,12,Average,False,1965.7229636933782,65.84585,68.16674846199463,57.464287,204.97135110308778,57.464287,18.777495389685086,57.464287,6.389079437589729,60.08673,,100,0
11,Roadway,121P04350,-9526423.685853025,4624263.4315224765,1,12,Average,False,1965.7229636933782,65.84585,68.16674846199463,57.464287,204.97135110308778,57.464287,18.777495389685086,57.464287,6.389079437589729,60.08673,,100,0
12,Roadway,121P04350,-9526349.101794194,4624293.226651913,1,12,Average,False,1965.7229636933782,65.84585,68.16674846199463,57.464287,204.97135110308778,57.464287,18.777495389685086,57.464287,6.389079437589729,60.08673,,100,0
0,Roadway,121-04400,-9525553.167435022,4622989.415768502,1,12,Average,False,1825.8890225435505,64.90319,63.317629197039786,62.49538,190.39048066664677,62.49538,17.441736875510266,62.49538,5.934584997336113,63.615673,,100,0
1,Roadway,121-04400,-9525495.281299809,4622948.275350252,1,12,Average,False,1825.8890225435505,64.90319,63.317629197039786,62.49538,190.39048066664677,62.49538,17.441736875510266,62.49538,5.934584997336113,63.615673,,100,0
2,Roadway,121-04400,-9525437.395164598,4622908.553723199,1,12,Average,False,1825.8890225435505,64.90319,63.317629197039786,62.49538,190.39048066664677,62.49538,17.441736875510266,62.49538,5.934584997336113,63.615673,,100,0
3,Roadway,121-04400,-9525352.792351594,4622857.483285163,1,12,Average,False,1825.8890225435505,64.90319,63.317629197039786,62.49538,190.39048066664677,62.49538,17.441736875510266,62.49538,5.934584997336113,63.615673,,100,0
4,Roadway,121-04400,-9525290.45343675,4622822.017852329,1,12,Average,False,1825.8890225435505,64.90319,63.317629197039786,62.49538,190.39048066664677,62.49538,17.441736875510266,62.49538,5.934584997336113,63.615673,,100,0
5,Roadway,121-04400,-9525176.90755614,4622765.273414055,1,12,Average,False,1825.8890225435505,64.90319,63.317629197039786,62.49538,190.39048066664677,62.49538,17.441736875510266,62.49538,5.934584997336113,63.615673,,100,0
6,Roadway,121-04400,-9525034.418607926,4622701.4362950465,1,12,Average,False,1825.8890225435505,64.90319,63.317629197039786,62.49538,190.39048066664677,62.49538,17.441736875510266,62.49538,5.934584997336113,63.615673,,100,0
7,Roadway,121-04400,-9524886.36368517,4622634.762393582,1,12,Average,False,1825.8890225435505,64.90319,63.317629197039786,62.49538,190.39048066664677,62.49538,17.441736875510266,62.49538,5.934584997336113,63.615673,,100,0
8,Roadway,121-04400,-9524670.403873032,4622536.880214534,1,12,Average,False,1825.8890225435505,64.90319,63.317629197039786,62.49538,190.39048066664677,62.49538,17.441736875510266,62.49538,5.934584997336113,63.615673,,100,0
9,Roadway,121-04400,-9524467.802399788,4622446.091779338,1,12,Average,False,1825.8890225435505,64.90319,63.317629197039786,62.49538,190.39048066664677,62.49538,17.441736875510266,62.49538,5.934584997336113,63.615673,,100,0
10,Roadway,121-04400,-9524398.784315497,4622413.464881097,1,12,Average,False,1825.8890225435505,64.90319,63.317629197039786,62.49538,190.39048066664677,62.49538,17.441736875510266,62.49538,5.934584997336113,63.615673,,100,0
11,Roadway,121-04400,-9524328.653036296,4622376.582425048,1,12,Average,False,1825.8890225435505,64.90319,63.317629197039786,62.49538,190.39048066664677,62.49538,17.441736875510266,62.49538,5.934584997336113,63.615673,,100,0
12,Roadway,121-04400,-9524192.84325753,4622295.72519552,1,12,Average,False,1825.8890225435505,64.90319,63.317629197039786,62.49538,190.39048066664677,62.49538,17.441736875510266,62.49538,5.934584997336113,63.615673,,100,0
13,Roadway,121-04400,-9524063.71264821,4622204.938887949,1,12,Average,False,1825.8890225435505,64.90319,63.317629197039786,62.49538,190.39048066664677,62.49538,17.441736875510266,62.49538,5.934584997336113,63.615673,,100,0
14,Roadway,121-04400,-9524002.486928273,4622156.7089878265,1,12,Average,False,1825.8890225435505,64.90319,63.317629197039786,62.49538,190.39048066664677,62.49538,17.441736875510266,62.49538,5.934584997336113,63.615673,,100,0
15,Roadway,121-04400,-9523927.902869442,4622095.712673154,1,12,Average,False,1825.8890225435505,64.90319,63.317629197039786,62.49538,190.39048066664677,62.49538,17.441736875510266,62.49538,5.934584997336113,63.615673,,100,0
